customer_id,customer_name,gender,city,state,region,join_date,loyalty_tier
C000363,Customer 363,M,Bengaluru,Karnataka,South,2023-11-03,SILVER
C000364,Customer 364,O,Jaipur,Rajasthan,North,2022-11-08,GOLD
C000365,Customer 365,O,Delhi,Delhi,North,2024-07-15,GOLD
C000366,Customer 366,O,Hyderabad,Telangana,South,2024-06-19,STANDARD
C000367,Customer 367,O,Bengaluru,Karnataka,South,2023-01-22,SILVER
C000368,Customer 368,O,Chandigarh,Chandigarh,North,2025-12-27,SILVER
C000369,Customer 369,O,Chandigarh,Chandigarh,North,2024-10-22,STANDARD
C000370,Customer 370,F,Mumbai,Maharashtra,West,2022-08-11,GOLD
C000371,Customer 371,O,Hyderabad,Telangana,South,2025-05-14,GOLD
C000372,Customer 372,F,Jaipur,Rajasthan,North,2023-07-09,STANDARD
C000373,Customer 373,O,Mumbai,Maharashtra,West,2024-11-23,GOLD
C000374,Customer 374,F,Kolkata,West Bengal,East,2022-08-15,GOLD
C000375,Customer 375,F,Delhi,Delhi,North,2023-08-08,GOLD
C000376,Customer 376,F,Bengaluru,Karnataka,South,2024-10-09,GOLD
C000377,Customer 377,F,Chandigarh,Chandigarh,North,2023-01-30,SILVER
C000378,Customer 378,F,Hyderabad,Telangana,South,2022-12-29,STANDARD
C000379,Customer 379,M,Mumbai,Maharashtra,West,2024-10-13,SILVER
C000380,Customer 380,M,Chandigarh,Chandigarh,North,2023-03-13,SILVER
C000381,Customer 381,F,Bengaluru,Karnataka,South,2024-05-09,STANDARD
C000382,Customer 382,F,Mumbai,Maharashtra,West,2025-03-14,GOLD
C000383,Customer 383,O,Jaipur,Rajasthan,North,2023-01-24,GOLD
C000384,Customer 384,F,Mumbai,Maharashtra,West,2023-08-06,STANDARD
C000385,Customer 385,F,Chandigarh,Chandigarh,North,2023-12-31,STANDARD
C000386,Customer 386,O,Jaipur,Rajasthan,North,2024-01-19,SILVER
C000387,Customer 387,O,Chandigarh,Chandigarh,North,2024-03-11,STANDARD
C000388,Customer 388,O,Delhi,Delhi,North,2023-02-18,GOLD
C000389,Customer 389,O,Pune,Maharashtra,West,2025-06-23,GOLD
C000390,Customer 390,F,Jaipur,Rajasthan,North,2025-06-16,STANDARD
C000391,Customer 391,O,Jaipur,Rajasthan,North,2022-03-11,GOLD
C000392,Customer 392,F,Jaipur,Rajasthan,North,2023-08-01,STANDARD
C000393,Customer 393,F,Chandigarh,Chandigarh,North,2025-01-17,SILVER
C000394,Customer 394,O,Chandigarh,Chandigarh,North,2022-12-17,SILVER
C000395,Customer 395,M,Chandigarh,Chandigarh,North,2023-10-28,GOLD
C000396,Customer 396,O,Bengaluru,Karnataka,South,2023-10-13,SILVER
C000397,Customer 397,O,Kolkata,West Bengal,East,2025-04-10,GOLD
C000398,Customer 398,O,Bengaluru,Karnataka,South,2022-01-20,GOLD
C000399,Customer 399,F,Mumbai,Maharashtra,West,2025-11-28,GOLD
C000400,Customer 400,M,Chandigarh,Chandigarh,North,2022-05-27,STANDARD
C000401,Customer 401,F,Pune,Maharashtra,West,2024-12-28,SILVER
C000402,Customer 402,O,Pune,Maharashtra,West,2022-03-16,GOLD
C000403,Customer 403,O,Chandigarh,Chandigarh,North,2023-11-14,STANDARD
C000404,Customer 404,M,Hyderabad,Telangana,South,2025-10-13,STANDARD
C000405,Customer 405,F,Bengaluru,Karnataka,South,2023-05-07,GOLD
C000406,Customer 406,F,Pune,Maharashtra,West,2023-12-01,STANDARD
C000407,Customer 407,M,Chandigarh,Chandigarh,North,2025-02-17,STANDARD
C000408,Customer 408,M,Delhi,Delhi,North,2025-07-22,SILVER
C000409,Customer 409,M,Hyderabad,Telangana,South,2026-01-04,GOLD
C000410,Customer 410,O,Hyderabad,Telangana,South,2023-11-05,STANDARD
C000411,Customer 411,O,Mumbai,Maharashtra,West,2022-12-06,SILVER
C000412,Customer 412,M,Kolkata,West Bengal,East,2022-10-24,STANDARD
C000413,Customer 413,O,Bengaluru,Karnataka,South,2022-05-25,GOLD
C000414,Customer 414,O,Chandigarh,Chandigarh,North,2025-05-16,SILVER
C000415,Customer 415,F,Mumbai,Maharashtra,West,2024-03-19,GOLD
C000416,Customer 416,M,Jaipur,Rajasthan,North,2024-10-31,GOLD
C000417,Customer 417,O,Bengaluru,Karnataka,South,2022-05-04,STANDARD
C000418,Customer 418,F,Hyderabad,Telangana,South,2025-12-04,GOLD
C000419,Customer 419,O,Pune,Maharashtra,West,2022-12-09,STANDARD
C000420,Customer 420,F,Pune,Maharashtra,West,2024-11-29,STANDARD
C000421,Customer 421,M,Jaipur,Rajasthan,North,2022-02-22,STANDARD
C000422,Customer 422,M,Mumbai,Maharashtra,West,2023-06-12,SILVER
C000423,Customer 423,F,Pune,Maharashtra,West,2026-01-20,GOLD
C000424,Customer 424,O,Jaipur,Rajasthan,North,2024-11-22,STANDARD
C000425,Customer 425,M,Bengaluru,Karnataka,South,2023-08-08,SILVER
C000426,Customer 426,O,Jaipur,Rajasthan,North,2022-08-01,GOLD
C000427,Customer 427,O,Mumbai,Maharashtra,West,2024-11-12,GOLD
C000428,Customer 428,O,Pune,Maharashtra,West,2025-10-10,SILVER
C000429,Customer 429,M,Jaipur,Rajasthan,North,2023-07-28,SILVER
C000430,Customer 430,M,Kolkata,West Bengal,East,2025-07-22,GOLD
C000431,Customer 431,F,Kolkata,West Bengal,East,2025-02-18,GOLD
C000432,Customer 432,M,Delhi,Delhi,North,2022-11-10,GOLD
C000433,Customer 433,F,Jaipur,Rajasthan,North,2025-08-10,STANDARD
C000434,Customer 434,M,Delhi,Delhi,North,2023-06-30,SILVER
C000435,Customer 435,O,Kolkata,West Bengal,East,2022-02-08,GOLD
C000436,Customer 436,O,Bengaluru,Karnataka,South,2024-02-22,GOLD
C000437,Customer 437,F,Chandigarh,Chandigarh,North,2024-10-22,SILVER
C000438,Customer 438,F,Pune,Maharashtra,West,2023-06-05,GOLD
C000439,Customer 439,O,Pune,Maharashtra,West,2022-04-11,SILVER
C000440,Customer 440,M,Bengaluru,Karnataka,South,2025-07-29,GOLD
C000441,Customer 441,F,Kolkata,West Bengal,East,2024-04-02,GOLD
C000442,Customer 442,M,Delhi,Delhi,North,2025-12-03,GOLD
C000443,Customer 443,M,Mumbai,Maharashtra,West,2024-08-26,STANDARD
C000444,Customer 444,F,Jaipur,Rajasthan,North,2025-05-30,STANDARD
C000445,Customer 445,F,Pune,Maharashtra,West,2024-11-23,STANDARD
C000446,Customer 446,O,Kolkata,West Bengal,East,2024-10-12,STANDARD
C000447,Customer 447,M,Bengaluru,Karnataka,South,2024-11-13,GOLD
C000448,Customer 448,M,Hyderabad,Telangana,South,2022-08-16,STANDARD
C000449,Customer 449,O,Bengaluru,Karnataka,South,2023-03-21,SILVER
C000450,Customer 450,O,Kolkata,West Bengal,East,2023-01-21,GOLD
C000451,Customer 451,M,Pune,Maharashtra,West,2024-08-17,STANDARD
C000452,Customer 452,F,Mumbai,Maharashtra,West,2024-03-30,SILVER
C000453,Customer 453,M,Jaipur,Rajasthan,North,2024-10-17,SILVER
C000454,Customer 454,O,Chandigarh,Chandigarh,North,2025-07-07,SILVER
C000455,Customer 455,F,Pune,Maharashtra,West,2022-10-14,SILVER
C000456,Customer 456,F,Chandigarh,Chandigarh,North,2023-10-14,STANDARD
C000457,Customer 457,O,Pune,Maharashtra,West,2024-12-30,SILVER
C000458,Customer 458,F,Delhi,Delhi,North,2023-09-28,GOLD
C000459,Customer 459,F,Jaipur,Rajasthan,North,2023-05-05,GOLD
C000460,Customer 460,O,Jaipur,Rajasthan,North,2022-11-02,SILVER
C000461,Customer 461,O,Chandigarh,Chandigarh,North,2023-10-30,GOLD
C000462,Customer 462,F,Kolkata,West Bengal,East,2024-12-31,GOLD
C000463,Customer 463,M,Mumbai,Maharashtra,West,2022-01-07,STANDARD
C000464,Customer 464,O,Jaipur,Rajasthan,North,2022-09-30,STANDARD
C000465,Customer 465,F,Jaipur,Rajasthan,North,2026-01-24,GOLD
C000466,Customer 466,M,Mumbai,Maharashtra,West,2022-03-11,STANDARD
C000467,Customer 467,M,Bengaluru,Karnataka,South,2022-11-13,SILVER
C000468,Customer 468,M,Delhi,Delhi,North,2022-01-01,GOLD
C000469,Customer 469,M,Chandigarh,Chandigarh,North,2023-08-03,STANDARD
C000470,Customer 470,O,Mumbai,Maharashtra,West,2022-09-17,SILVER
C000471,Customer 471,M,Bengaluru,Karnataka,South,2024-01-20,STANDARD
C000472,Customer 472,F,Pune,Maharashtra,West,2022-07-08,STANDARD
C000473,Customer 473,M,Hyderabad,Telangana,South,2024-03-18,GOLD
C000474,Customer 474,O,Bengaluru,Karnataka,South,2023-12-31,GOLD
C000475,Customer 475,F,Chandigarh,Chandigarh,North,2023-09-29,SILVER
C000476,Customer 476,M,Kolkata,West Bengal,East,2023-08-24,STANDARD
C000477,Customer 477,O,Kolkata,West Bengal,East,2023-06-19,GOLD
C000478,Customer 478,F,Hyderabad,Telangana,South,2023-09-02,STANDARD
C000479,Customer 479,F,Kolkata,West Bengal,East,2022-05-27,GOLD
C000480,Customer 480,O,Delhi,Delhi,North,2024-06-29,GOLD
C000481,Customer 481,F,Hyderabad,Telangana,South,2023-09-30,SILVER
C000482,Customer 482,O,Mumbai,Maharashtra,West,2022-11-05,STANDARD
C000483,Customer 483,F,Mumbai,Maharashtra,West,2025-09-15,STANDARD
C000484,Customer 484,O,Jaipur,Rajasthan,North,2022-11-13,SILVER
C000485,Customer 485,M,Bengaluru,Karnataka,South,2022-04-22,STANDARD
C000486,Customer 486,M,Jaipur,Rajasthan,North,2023-09-30,STANDARD
C000487,Customer 487,M,Jaipur,Rajasthan,North,2026-02-07,SILVER
C000488,Customer 488,M,Hyderabad,Telangana,South,2024-01-20,SILVER
C000489,Customer 489,O,Pune,Maharashtra,West,2025-11-13,STANDARD
C000490,Customer 490,O,Kolkata,West Bengal,East,2022-01-08,SILVER
C000491,Customer 491,F,Delhi,Delhi,North,2024-02-28,STANDARD
C000492,Customer 492,F,Mumbai,Maharashtra,West,2025-09-03,SILVER
C000493,Customer 493,M,Mumbai,Maharashtra,West,2023-01-10,GOLD
C000494,Customer 494,M,Jaipur,Rajasthan,North,2023-04-02,GOLD
C000495,Customer 495,M,Delhi,Delhi,North,2022-03-08,SILVER
C000496,Customer 496,M,Pune,Maharashtra,West,2026-02-08,GOLD
C000497,Customer 497,O,Mumbai,Maharashtra,West,2025-10-09,STANDARD
C000498,Customer 498,O,Pune,Maharashtra,West,2024-03-10,STANDARD
C000499,Customer 499,F,Kolkata,West Bengal,East,2022-08-05,STANDARD
C000500,Customer 500,M,Jaipur,Rajasthan,North,2022-08-10,STANDARD
C000501,Customer 501,M,Mumbai,Maharashtra,West,2022-10-04,GOLD
C000502,Customer 502,F,Bengaluru,Karnataka,South,2024-08-01,SILVER
C000503,Customer 503,M,Delhi,Delhi,North,2025-10-27,SILVER
C000504,Customer 504,O,Hyderabad,Telangana,South,2025-11-26,GOLD
C000505,Customer 505,F,Pune,Maharashtra,West,2023-03-30,GOLD
C000506,Customer 506,O,Delhi,Delhi,North,2024-04-10,GOLD
C000507,Customer 507,O,Delhi,Delhi,North,2022-06-03,SILVER
C000508,Customer 508,O,Delhi,Delhi,North,2024-05-05,GOLD
C000509,Customer 509,O,Hyderabad,Telangana,South,2022-05-17,STANDARD
C000510,Customer 510,F,Delhi,Delhi,North,2024-06-02,STANDARD
C000511,Customer 511,F,Hyderabad,Telangana,South,2024-04-09,SILVER
C000512,Customer 512,O,Mumbai,Maharashtra,West,2024-10-25,STANDARD
C000513,Customer 513,F,Hyderabad,Telangana,South,2022-02-17,SILVER
C000514,Customer 514,F,Bengaluru,Karnataka,South,2025-11-20,SILVER
C000515,Customer 515,F,Jaipur,Rajasthan,North,2026-01-12,GOLD
C000516,Customer 516,O,Chandigarh,Chandigarh,North,2022-07-22,GOLD
C000517,Customer 517,M,Pune,Maharashtra,West,2022-06-28,SILVER
C000518,Customer 518,M,Pune,Maharashtra,West,2023-02-12,SILVER
C000519,Customer 519,O,Delhi,Delhi,North,2022-04-16,GOLD
C000520,Customer 520,O,Kolkata,West Bengal,East,2022-03-16,STANDARD
C000521,Customer 521,O,Pune,Maharashtra,West,2023-07-30,SILVER
C000522,Customer 522,M,Chandigarh,Chandigarh,North,2025-03-22,GOLD
C000523,Customer 523,F,Jaipur,Rajasthan,North,2025-09-27,GOLD
C000524,Customer 524,M,Pune,Maharashtra,West,2024-08-06,STANDARD
C000525,Customer 525,M,Bengaluru,Karnataka,South,2024-08-26,STANDARD
C000526,Customer 526,F,Chandigarh,Chandigarh,North,2023-12-28,SILVER
C000527,Customer 527,F,Kolkata,West Bengal,East,2025-11-22,STANDARD
C000528,Customer 528,F,Pune,Maharashtra,West,2024-05-20,SILVER
C000529,Customer 529,F,Jaipur,Rajasthan,North,2025-01-20,STANDARD
C000530,Customer 530,O,Kolkata,West Bengal,East,2023-12-02,SILVER
C000531,Customer 531,M,Pune,Maharashtra,West,2022-11-16,STANDARD
C000532,Customer 532,O,Delhi,Delhi,North,2023-07-27,SILVER
C000533,Customer 533,F,Chandigarh,Chandigarh,North,2022-09-29,STANDARD
C000534,Customer 534,F,Pune,Maharashtra,West,2024-09-27,GOLD
C000535,Customer 535,O,Kolkata,West Bengal,East,2022-04-18,GOLD
C000536,Customer 536,M,Mumbai,Maharashtra,West,2025-09-04,SILVER
C000537,Customer 537,M,Kolkata,West Bengal,East,2023-10-20,GOLD
C000538,Customer 538,F,Kolkata,West Bengal,East,2023-12-27,SILVER
C000539,Customer 539,O,Jaipur,Rajasthan,North,2022-01-22,GOLD
C000540,Customer 540,M,Mumbai,Maharashtra,West,2022-09-21,STANDARD
C000541,Customer 541,M,Kolkata,West Bengal,East,2024-03-01,GOLD
C000542,Customer 542,O,Jaipur,Rajasthan,North,2024-05-11,STANDARD
C000543,Customer 543,O,Mumbai,Maharashtra,West,2025-08-03,GOLD
C000544,Customer 544,M,Delhi,Delhi,North,2026-01-13,GOLD
C000545,Customer 545,M,Hyderabad,Telangana,South,2023-10-29,SILVER
C000546,Customer 546,O,Kolkata,West Bengal,East,2025-02-27,GOLD
C000547,Customer 547,M,Jaipur,Rajasthan,North,2024-06-06,SILVER
C000548,Customer 548,M,Bengaluru,Karnataka,South,2025-07-12,STANDARD
C000549,Customer 549,M,Pune,Maharashtra,West,2025-02-05,GOLD
C000550,Customer 550,M,Delhi,Delhi,North,2022-09-04,SILVER
C000551,Customer 551,O,Delhi,Delhi,North,2023-11-10,STANDARD
C000552,Customer 552,F,Bengaluru,Karnataka,South,2025-04-04,STANDARD
C000553,Customer 553,O,Jaipur,Rajasthan,North,2025-08-17,STANDARD
C000554,Customer 554,O,Jaipur,Rajasthan,North,2025-08-01,SILVER
C000555,Customer 555,F,Chandigarh,Chandigarh,North,2023-07-04,SILVER
C000556,Customer 556,O,Mumbai,Maharashtra,West,2022-12-09,GOLD
C000557,Customer 557,F,Pune,Maharashtra,West,2024-02-10,SILVER
C000558,Customer 558,M,Mumbai,Maharashtra,West,2026-01-05,STANDARD
C000559,Customer 559,F,Hyderabad,Telangana,South,2022-07-03,STANDARD
C000560,Customer 560,O,Mumbai,Maharashtra,West,2024-03-25,GOLD
C000561,Customer 561,F,Jaipur,Rajasthan,North,2026-02-01,GOLD
C000562,Customer 562,M,Delhi,Delhi,North,2024-09-17,SILVER
C000563,Customer 563,F,Chandigarh,Chandigarh,North,2026-02-08,STANDARD
C000564,Customer 564,F,Kolkata,West Bengal,East,2024-12-28,SILVER
C000565,Customer 565,M,Chandigarh,Chandigarh,North,2022-10-06,GOLD
C000566,Customer 566,F,Pune,Maharashtra,West,2022-12-30,GOLD
C000567,Customer 567,M,Pune,Maharashtra,West,2022-04-23,STANDARD
C000568,Customer 568,F,Pune,Maharashtra,West,2023-03-16,GOLD
C000569,Customer 569,F,Hyderabad,Telangana,South,2025-11-05,STANDARD
C000570,Customer 570,M,Hyderabad,Telangana,South,2024-06-18,STANDARD
C000571,Customer 571,O,Hyderabad,Telangana,South,2024-01-18,GOLD
C000572,Customer 572,F,Delhi,Delhi,North,2022-09-29,GOLD
C000573,Customer 573,M,Pune,Maharashtra,West,2023-05-30,SILVER
C000574,Customer 574,O,Chandigarh,Chandigarh,North,2022-09-03,GOLD
C000575,Customer 575,O,Pune,Maharashtra,West,2024-04-16,STANDARD
C000576,Customer 576,F,Mumbai,Maharashtra,West,2022-09-04,STANDARD
C000577,Customer 577,O,Delhi,Delhi,North,2025-11-09,GOLD
C000578,Customer 578,M,Delhi,Delhi,North,2025-12-15,GOLD
C000579,Customer 579,F,Hyderabad,Telangana,South,2022-11-15,GOLD
C000580,Customer 580,M,Jaipur,Rajasthan,North,2024-06-17,GOLD
C000581,Customer 581,M,Delhi,Delhi,North,2024-02-17,GOLD
C000582,Customer 582,O,Bengaluru,Karnataka,South,2022-05-11,GOLD
C000583,Customer 583,F,Mumbai,Maharashtra,West,2022-04-27,SILVER
C000584,Customer 584,M,Hyderabad,Telangana,South,2024-07-23,STANDARD
C000585,Customer 585,M,Bengaluru,Karnataka,South,2022-09-23,STANDARD
C000586,Customer 586,O,Bengaluru,Karnataka,South,2025-01-11,STANDARD
C000587,Customer 587,F,Hyderabad,Telangana,South,2022-03-04,SILVER
C000588,Customer 588,O,Hyderabad,Telangana,South,2025-04-10,GOLD
C000589,Customer 589,F,Pune,Maharashtra,West,2022-03-14,STANDARD
C000590,Customer 590,F,Mumbai,Maharashtra,West,2023-07-05,STANDARD
C000591,Customer 591,F,Bengaluru,Karnataka,South,2025-01-15,GOLD
C000592,Customer 592,F,Delhi,Delhi,North,2023-06-26,GOLD
C000593,Customer 593,F,Chandigarh,Chandigarh,North,2025-06-23,SILVER
C000594,Customer 594,O,Chandigarh,Chandigarh,North,2024-04-03,STANDARD
C000595,Customer 595,F,Delhi,Delhi,North,2025-04-06,GOLD
C000596,Customer 596,M,Hyderabad,Telangana,South,2024-05-22,STANDARD
C000597,Customer 597,M,Pune,Maharashtra,West,2024-01-14,SILVER
C000598,Customer 598,M,Bengaluru,Karnataka,South,2022-06-10,GOLD
C000599,Customer 599,O,Chandigarh,Chandigarh,North,2024-08-19,STANDARD
C000600,Customer 600,F,Mumbai,Maharashtra,West,2022-11-15,STANDARD
C000601,Customer 601,O,Hyderabad,Telangana,South,2024-05-11,STANDARD
C000602,Customer 602,M,Pune,Maharashtra,West,2022-11-14,GOLD
C000603,Customer 603,F,Hyderabad,Telangana,South,2022-03-16,GOLD
C000604,Customer 604,O,Delhi,Delhi,North,2025-03-17,STANDARD
C000605,Customer 605,M,Bengaluru,Karnataka,South,2025-12-16,GOLD
C000606,Customer 606,O,Pune,Maharashtra,West,2023-08-07,STANDARD
C000607,Customer 607,F,Delhi,Delhi,North,2025-12-21,GOLD
C000608,Customer 608,F,Hyderabad,Telangana,South,2023-04-21,STANDARD
C000609,Customer 609,M,Mumbai,Maharashtra,West,2023-04-18,STANDARD
C000610,Customer 610,F,Bengaluru,Karnataka,South,2023-05-25,GOLD
C000611,Customer 611,F,Mumbai,Maharashtra,West,2023-10-10,SILVER
C000612,Customer 612,O,Kolkata,West Bengal,East,2022-06-17,GOLD
C000613,Customer 613,O,Mumbai,Maharashtra,West,2025-01-22,SILVER
C000614,Customer 614,M,Mumbai,Maharashtra,West,2022-09-25,STANDARD
C000615,Customer 615,F,Bengaluru,Karnataka,South,2025-01-11,STANDARD
C000616,Customer 616,M,Mumbai,Maharashtra,West,2024-03-20,GOLD
C000617,Customer 617,O,Kolkata,West Bengal,East,2026-01-10,GOLD
C000618,Customer 618,M,Mumbai,Maharashtra,West,2022-01-27,SILVER
C000619,Customer 619,O,Chandigarh,Chandigarh,North,2022-07-12,GOLD
C000620,Customer 620,F,Bengaluru,Karnataka,South,2025-12-10,STANDARD
C000621,Customer 621,M,Mumbai,Maharashtra,West,2022-09-29,SILVER
C000622,Customer 622,M,Delhi,Delhi,North,2025-08-28,GOLD
C000623,Customer 623,O,Kolkata,West Bengal,East,2022-06-06,STANDARD
C000624,Customer 624,M,Bengaluru,Karnataka,South,2022-10-20,STANDARD
C000625,Customer 625,M,Mumbai,Maharashtra,West,2024-02-08,GOLD
C000626,Customer 626,F,Chandigarh,Chandigarh,North,2025-01-14,GOLD
C000627,Customer 627,M,Kolkata,West Bengal,East,2024-05-12,SILVER
C000628,Customer 628,F,Jaipur,Rajasthan,North,2023-12-30,GOLD
C000629,Customer 629,O,Hyderabad,Telangana,South,2024-10-22,SILVER
C000630,Customer 630,M,Hyderabad,Telangana,South,2024-02-03,SILVER
C000631,Customer 631,F,Jaipur,Rajasthan,North,2023-10-22,SILVER
C000632,Customer 632,M,Kolkata,West Bengal,East,2025-01-03,GOLD
C000633,Customer 633,O,Mumbai,Maharashtra,West,2023-09-15,STANDARD
C000634,Customer 634,O,Bengaluru,Karnataka,South,2024-02-21,STANDARD
C000635,Customer 635,O,Bengaluru,Karnataka,South,2022-07-05,STANDARD
C000636,Customer 636,F,Hyderabad,Telangana,South,2024-03-23,GOLD
C000637,Customer 637,O,Bengaluru,Karnataka,South,2024-08-24,GOLD
C000638,Customer 638,M,Mumbai,Maharashtra,West,2022-12-03,STANDARD
C000639,Customer 639,O,Hyderabad,Telangana,South,2025-02-11,STANDARD
C000640,Customer 640,M,Bengaluru,Karnataka,South,2024-07-07,GOLD
C000641,Customer 641,O,Mumbai,Maharashtra,West,2025-09-02,SILVER
C000642,Customer 642,M,Chandigarh,Chandigarh,North,2022-02-23,GOLD
C000643,Customer 643,O,Hyderabad,Telangana,South,2024-11-30,SILVER
C000644,Customer 644,F,Bengaluru,Karnataka,South,2023-06-19,SILVER
C000645,Customer 645,F,Mumbai,Maharashtra,West,2023-07-23,GOLD
C000646,Customer 646,M,Pune,Maharashtra,West,2025-08-25,SILVER
C000647,Customer 647,M,Hyderabad,Telangana,South,2025-11-21,SILVER
C000648,Customer 648,M,Pune,Maharashtra,West,2023-05-21,STANDARD
C000649,Customer 649,O,Bengaluru,Karnataka,South,2022-03-12,GOLD
C000650,Customer 650,O,Hyderabad,Telangana,South,2023-06-19,SILVER
C000651,Customer 651,F,Mumbai,Maharashtra,West,2024-11-09,GOLD
C000652,Customer 652,F,Hyderabad,Telangana,South,2024-05-18,GOLD
C000653,Customer 653,M,Pune,Maharashtra,West,2024-01-25,GOLD
C000654,Customer 654,O,Kolkata,West Bengal,East,2023-09-05,SILVER
C000655,Customer 655,F,Delhi,Delhi,North,2023-12-20,SILVER
C000656,Customer 656,M,Pune,Maharashtra,West,2022-08-24,SILVER
C000657,Customer 657,O,Delhi,Delhi,North,2025-05-14,SILVER
C000658,Customer 658,M,Pune,Maharashtra,West,2024-09-19,GOLD
C000659,Customer 659,O,Hyderabad,Telangana,South,2024-06-20,GOLD
C000660,Customer 660,M,Delhi,Delhi,North,2022-01-23,GOLD
C000661,Customer 661,O,Mumbai,Maharashtra,West,2022-10-17,SILVER
C000662,Customer 662,M,Mumbai,Maharashtra,West,2025-07-27,GOLD
C000663,Customer 663,O,Bengaluru,Karnataka,South,2022-11-12,SILVER
C000664,Customer 664,F,Jaipur,Rajasthan,North,2022-11-24,STANDARD
C000665,Customer 665,O,Mumbai,Maharashtra,West,2022-10-11,SILVER
C000666,Customer 666,F,Mumbai,Maharashtra,West,2022-02-09,GOLD
C000667,Customer 667,M,Pune,Maharashtra,West,2022-10-12,SILVER
C000668,Customer 668,O,Chandigarh,Chandigarh,North,2024-03-02,STANDARD
C000669,Customer 669,M,Hyderabad,Telangana,South,2022-01-06,STANDARD
C000670,Customer 670,F,Hyderabad,Telangana,South,2022-02-28,SILVER
C000671,Customer 671,O,Pune,Maharashtra,West,2023-12-31,GOLD
C000672,Customer 672,F,Chandigarh,Chandigarh,North,2022-01-11,GOLD
C000673,Customer 673,O,Pune,Maharashtra,West,2024-01-11,SILVER
C000674,Customer 674,O,Mumbai,Maharashtra,West,2023-09-27,STANDARD
C000675,Customer 675,O,Kolkata,West Bengal,East,2024-11-23,SILVER
C000676,Customer 676,M,Pune,Maharashtra,West,2022-12-21,STANDARD
C000677,Customer 677,M,Hyderabad,Telangana,South,2023-12-10,GOLD
C000678,Customer 678,O,Pune,Maharashtra,West,2023-11-27,GOLD
C000679,Customer 679,F,Bengaluru,Karnataka,South,2023-05-23,GOLD
C000680,Customer 680,F,Delhi,Delhi,North,2022-02-14,STANDARD
C000681,Customer 681,F,Bengaluru,Karnataka,South,2022-02-05,STANDARD
C000682,Customer 682,F,Chandigarh,Chandigarh,North,2025-12-15,STANDARD
C000683,Customer 683,O,Pune,Maharashtra,West,2025-03-06,GOLD
C000684,Customer 684,F,Bengaluru,Karnataka,South,2023-10-21,SILVER
C000685,Customer 685,M,Jaipur,Rajasthan,North,2023-02-24,STANDARD
C000686,Customer 686,M,Delhi,Delhi,North,2023-03-17,STANDARD
C000687,Customer 687,M,Mumbai,Maharashtra,West,2023-07-20,SILVER
C000688,Customer 688,O,Chandigarh,Chandigarh,North,2024-10-17,SILVER
C000689,Customer 689,F,Bengaluru,Karnataka,South,2025-08-22,SILVER
C000690,Customer 690,O,Delhi,Delhi,North,2022-09-24,SILVER
C000691,Customer 691,F,Hyderabad,Telangana,South,2023-04-06,GOLD
C000692,Customer 692,M,Bengaluru,Karnataka,South,2022-09-28,STANDARD
C000693,Customer 693,O,Chandigarh,Chandigarh,North,2023-12-17,GOLD
C000694,Customer 694,M,Mumbai,Maharashtra,West,2024-04-19,SILVER
C000695,Customer 695,F,Jaipur,Rajasthan,North,2023-08-28,SILVER
C000696,Customer 696,O,Hyderabad,Telangana,South,2022-09-21,STANDARD
C000697,Customer 697,O,Mumbai,Maharashtra,West,2023-08-31,GOLD
C000698,Customer 698,F,Kolkata,West Bengal,East,2022-05-15,GOLD
C000699,Customer 699,F,Bengaluru,Karnataka,South,2024-02-15,GOLD
C000700,Customer 700,M,Pune,Maharashtra,West,2025-10-16,GOLD
C000701,Customer 701,F,Kolkata,West Bengal,East,2025-05-19,STANDARD
C000702,Customer 702,F,Chandigarh,Chandigarh,North,2023-11-20,SILVER
C000703,Customer 703,F,Chandigarh,Chandigarh,North,2023-06-27,SILVER
C000704,Customer 704,M,Pune,Maharashtra,West,2024-12-23,STANDARD
C000705,Customer 705,O,Delhi,Delhi,North,2023-11-01,SILVER
C000706,Customer 706,M,Bengaluru,Karnataka,South,2025-10-20,SILVER
C000707,Customer 707,F,Delhi,Delhi,North,2025-02-07,SILVER
C000708,Customer 708,F,Pune,Maharashtra,West,2023-01-04,SILVER
C000709,Customer 709,F,Bengaluru,Karnataka,South,2023-03-13,STANDARD
C000710,Customer 710,O,Kolkata,West Bengal,East,2025-05-28,STANDARD
C000711,Customer 711,M,Hyderabad,Telangana,South,2025-05-08,STANDARD
C000712,Customer 712,O,Jaipur,Rajasthan,North,2023-06-07,SILVER
C000713,Customer 713,F,Mumbai,Maharashtra,West,2022-12-24,GOLD
C000714,Customer 714,F,Jaipur,Rajasthan,North,2024-11-19,GOLD
C000715,Customer 715,M,Pune,Maharashtra,West,2024-11-12,STANDARD
C000716,Customer 716,O,Hyderabad,Telangana,South,2022-12-18,SILVER
C000717,Customer 717,O,Delhi,Delhi,North,2023-10-09,GOLD
C000718,Customer 718,M,Mumbai,Maharashtra,West,2024-08-02,GOLD
C000719,Customer 719,M,Mumbai,Maharashtra,West,2023-07-23,STANDARD
C000720,Customer 720,O,Hyderabad,Telangana,South,2024-09-20,GOLD
C000721,Customer 721,F,Mumbai,Maharashtra,West,2023-07-17,GOLD
C000722,Customer 722,M,Mumbai,Maharashtra,West,2022-05-02,STANDARD
C000723,Customer 723,F,Kolkata,West Bengal,East,2022-10-21,GOLD
C000724,Customer 724,M,Kolkata,West Bengal,East,2024-05-20,GOLD
